RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
193766,d992d336-90df-49a0-b620-65b98f8fc2d7,Huff,881,Germany,Male,31,1,215911.76,2,1,1,125632.29,1
707021,fb224df9-a3cb-4bf8-930e-54ae29f23537,Castillo,383,France,Female,19,7,148511.81,2,1,1,104757.9,1
932718,e1c624c6-6850-40f5-a652-050fe43afa03,Kim,369,Spain,Male,94,10,85208.28,1,1,1,185299.9,0
836648,ee3ca107-4bdc-4688-8d38-479916a30021,Morrison,740,Spain,Male,18,8,90416.64,1,1,1,134655.47,1
870717,77c7d4a0-5fe2-44a3-9a19-1f22c860b4b3,Shepherd,752,Spain,Female,18,5,121196.7,2,0,1,31731.19,1
207070,e92e8036-d1a0-4e2c-830a-ff8f680696d4,Chambers,648,Spain,Male,22,10,62219.38,4,0,0,140320.07,1
79204,198adde2-4b6a-4d00-944f-d54eae6fc50a,Pugh,748,Germany,Male,55,5,108861.74,1,1,0,193279.44,1
198515,4c46c129-753f-4aa8-becd-b135c9726cff,Foster,463,Spain,Male,92,4,168806.8,4,0,0,12158.29,1
448004,c9f1ccf3-46a9-4c6f-a0ec-5c31f4f17923,Villanueva,586,France,Female,74,1,56587.58,2,1,0,78808.4,0
785911,dc0004a7-6706-4d74-8b86-4d5d1edd9a13,Clark,620,France,Female,35,7,154396.65,3,0,0,23737.35,1
212919,47db32d5-986c-4575-b614-f5edb2ca9c21,Bradley,419,Spain,Male,32,3,80449.38,4,1,0,56204.5,1
981263,a942c86b-d3b6-4cf5-a941-613ab8786295,Campbell,896,France,Female,30,7,2006.57,4,0,0,16631.39,1
835039,5a645621-9e68-45ff-942d-bbafc992319e,Durham,820,Spain,Male,60,3,222264.87,3,1,0,57372.74,0
422702,2dacbf44-c956-4d5f-832e-ebb37a007a3a,Mosley,841,Germany,Female,18,0,178730.86,4,1,1,84666.46,1
665568,6078597e-f133-4abd-b9bc-f4278699e60c,Richardson,439,Germany,Female,86,0,226171.91,1,1,1,49597.84,1
822673,1a3aa948-0442-4625-94f2-71e9ddb43d9b,Palmer,521,France,Male,37,5,217627.87,4,1,1,112509.56,1
374591,957a49d4-bf88-454b-8279-20466498cfe0,Jackson,763,France,Female,68,4,99104.91,3,0,0,48183.81,0
425508,be714739-2d68-4bb3-b025-fe271b363ca7,Savage,705,Germany,Male,32,9,111429.05,3,0,0,15548.73,0
202234,f37b5ef4-0ff8-4f5d-ac1c-6ebf14ec1d00,Ramirez,717,Germany,Female,24,6,91795.52,1,0,1,137411.82,1
500888,1499f6dc-2bf1-4dd4-b403-4ceff5c1136b,Ray,501,Spain,Male,26,1,51182.53,2,0,1,30619.59,1
291300,474ce6ed-336f-4306-a314-ca6b43f92b2f,Stewart,508,France,Male,52,4,56132.85,4,1,1,36798.93,1
579004,fdcb3ef9-99c9-49d5-8399-c928e4a815fe,Thomas,594,Spain,Male,45,2,188003.66,1,0,1,170401.45,1
887633,3657bae5-ffba-407f-a8b9-05a152ecd6a5,Soto,543,France,Male,58,7,111432.09,2,0,0,178920.09,0
298206,cfecb455-f395-481f-a3dd-15e4236fc317,Phillips,571,Germany,Male,91,0,10681.53,4,1,0,171641.15,0
379112,68f37426-a809-4534-9cb0-625e4f10b3fb,Hill,601,Germany,Male,45,0,235474.62,1,1,0,128617.58,0
577031,4f7205ee-0d0f-4b45-b60e-95a478afd86c,Ramirez,528,Germany,Male,23,6,19071.13,3,1,1,65379.44,1
787910,5439ec89-e697-4e5d-87cc-5aa2c292dbb8,Torres,300,Spain,Male,32,0,3565.7,2,1,0,75316.05,0
958091,5da20573-8d12-4a88-a63c-af17d2baa0d6,Lopez,669,Germany,Female,50,8,35361.75,3,0,0,167463.28,1
685717,0aec677a-c283-4c6f-8f9c-1908c6bddf93,Fletcher,323,Germany,Female,33,7,130454.61,4,0,1,152334.52,0
91121,29b4e107-5ef8-4c15-84b4-8599e7d04bf5,Kennedy,316,France,Female,78,4,24650.48,4,1,1,72337.33,0
449626,159ffa62-ef78-46a2-9f3a-57ba20d60f96,Olson,720,Germany,Female,35,0,163349.05,3,1,0,178142.19,1
953617,797dca83-ee26-4d6a-ae33-ce150f0dcb40,Mitchell,709,Spain,Male,54,0,65489.57,3,1,0,171730.89,1
110886,77202621-5d1b-4325-a41e-09403a691bbd,Davies,886,Spain,Female,85,1,47486.68,1,0,1,144767.87,0
211446,a10f2649-96ea-4177-83f8-10466f2f48e1,Matthews,303,France,Male,76,2,218004.39,4,1,0,55210.76,0
966509,7f11596d-6977-495a-8297-0e34dbc5a6e7,Shah,890,Spain,Male,33,2,191216.7,4,1,1,88659.87,1
504675,a1438ee7-539b-4cb0-8dcc-8ad9649fac26,Bailey,395,Spain,Male,85,1,92433.04,1,0,1,25389.35,0
89914,2444d846-cfe9-4d59-821d-b779608dc7df,Barker,665,Germany,Female,90,7,2874.02,4,0,0,108187.9,0
463797,a713918b-503e-4217-b1f0-45cefaf38501,Brown,768,Germany,Female,40,10,9158.03,4,0,1,28576.32,1
503676,789f4a6a-4cdd-4172-a7b6-26c0905ed58d,Williams,305,France,Male,74,7,22555.52,3,1,1,51854.02,0
880378,6a9ec42a-57e1-413a-a2a6-242c423d10ef,Torres,424,Spain,Male,67,9,108094.37,4,0,0,49107.76,0
710104,0ea33209-63db-4872-bfa1-464f3c334a27,Dudley,740,Spain,Male,73,1,136220.56,4,0,1,123351.83,1
116601,dd01bb8a-c652-4590-aa25-bc35aa34ec80,Frank,456,Germany,Female,94,6,121885.12,2,0,1,954.26,0
821201,9b598e28-a80f-42a4-8c16-bc40602fad55,Vasquez,484,Germany,Male,65,10,183793.28,1,0,1,83636.16,1
734924,77a481c1-a10a-46db-853e-681a970e3fc6,Stokes,822,Spain,Male,89,5,220413.25,4,1,0,13519.78,0
31316,90280545-fd60-4b80-ab20-b57abfa18322,Stewart,764,Spain,Male,88,3,198599.59,3,0,0,10870.62,1
557247,1203acca-8c0c-4d1d-923b-e8479523666d,Walker,491,Spain,Male,61,9,193540.65,1,1,0,177611.56,0
417106,a1730343-d8d9-424a-b7dc-aa4cd04f1a37,Ford,650,Germany,Female,47,6,186052.47,3,1,0,123924.65,0
945055,10f65b98-5fc7-43aa-9da3-6329af42740d,Perry,438,Spain,Female,22,5,230018.83,2,0,1,177958.02,0
525213,950d836e-47f5-4bd9-9cfe-8f0cf700ae6e,Richardson,650,Germany,Female,66,0,184963.47,1,1,0,72446.55,0
181756,4ad935f1-ef04-4944-9480-def6a4bdcd78,Hudson,784,Germany,Male,57,10,74692.96,4,1,0,146763.42,1
370417,16a10a2e-b441-465a-a682-dbdc2d834d64,Cole,476,France,Female,58,0,57288.84,4,0,0,94265.34,0
33457,4181dace-c186-4e34-b8a0-f05d85fea1da,Thornton,839,Germany,Male,25,7,49808.35,1,0,1,178747.41,1
843676,b309c8ce-c4d0-4fcc-8e42-9acf56f5bcab,Conrad,657,France,Male,56,4,179913.3,3,0,0,9585.07,1
892692,8c599b84-c2df-4b98-a146-5a7f8cf25ca6,Frost,453,Spain,Female,24,4,237298.28,3,1,1,73854.16,1
485662,9c4c7888-33ef-43ea-b013-4a7a5d977a41,Smith,888,Spain,Male,82,8,149618.29,3,0,0,14173.85,0
363287,1d0e769a-438a-4d94-b3b9-50491d905fb2,Mccarthy,414,Spain,Female,22,7,58189.12,2,0,0,46519.8,1
588820,e7bbe3f8-3696-4709-a79c-5eb22a4b9270,Charles,538,Germany,Male,27,2,123353.02,1,0,1,129717.85,0
665547,0dcc8ccc-e6f2-4b6f-8817-60048de416fd,Crosby,611,Spain,Male,57,6,133543.3,2,1,1,138422.15,1
338464,7f1b035b-652b-4acd-afb9-732003c6e720,Howard,895,France,Male,65,10,61054.06,4,1,0,44866.65,1
369240,a1e977db-46c6-48ba-8273-96366ef75cd2,Mccann,781,Germany,Female,63,6,146395.35,2,0,1,81496.75,1
295364,4b28c5cb-59d3-4de8-8655-3e3c4e10a45e,Prince,739,Germany,Female,94,8,206808.98,1,1,0,198969.81,1
265423,a2678ec3-8405-4d72-992d-54e3e23896f9,James,857,France,Male,92,0,174843.59,3,0,1,113808.08,1
567063,b8fbc708-8c36-43bd-8335-150594daef31,Peterson,891,Germany,Male,46,3,166515.48,3,1,0,195834.53,1
710900,ee0932e3-4fc9-4199-aff7-152f928fa660,Davidson,626,France,Female,53,8,695.54,4,0,0,121404.79,1
999250,5887f9ec-fd9f-4b2a-b51e-7af12fa20c65,Walker,474,Germany,Male,66,7,46761.84,4,0,0,106384.3,1
404441,056073ca-9d54-4fb8-a7f0-a8fa27764199,Clark,450,Spain,Male,60,0,249672.24,1,0,1,33246.07,1
762846,8274d6e3-1105-403a-9e97-f58f5981dd27,Mitchell,719,Germany,Female,91,2,191063.94,2,0,0,167800.33,1
67664,6e9c58a9-819f-4a55-b4c8-ee60dbf982ee,Rodriguez,426,France,Male,81,1,248469.47,1,1,1,35937.47,1
237065,8f5e76c7-5e42-4da3-bbf9-6d01836967a7,George,757,Spain,Male,49,10,43126.12,2,1,0,142674.89,1
898382,a60eabd7-6a5c-4d87-8243-c3cc5c38fb62,Lindsey,759,Germany,Male,71,3,118911.8,1,0,0,175347.68,0
432288,b6361e72-b16e-4111-a5b1-ad4125384769,Campbell,683,Germany,Male,54,1,140464.46,4,0,1,51905.66,0
281586,6890702f-2af1-4948-bffd-4ca567c52d1b,Williams,827,Germany,Female,81,7,202474.76,1,0,1,20132.33,1
999060,2e904aa2-ff2e-4d94-a1a2-2174c32f9e96,Campbell,327,France,Female,51,8,169376.63,2,1,0,74689.24,1
774172,b9fed283-6ecf-4b55-8446-f84476347b86,Hoffman,649,France,Male,44,2,36849.29,4,0,1,139472.08,0
517079,bd6e5fea-8e72-468e-a7c6-f069d9daf33c,Thomas,877,Germany,Male,29,2,178839.3,4,1,0,199303.29,1
706258,b4578146-0a49-4eb4-8ea4-23f6e71e2d8c,Smith,818,France,Female,72,9,182832.94,3,1,1,170042.79,1
469016,f336fec4-b0d6-4df1-b8ac-cf77f7702691,Wilson,313,Spain,Female,78,0,232923.78,2,1,0,181787.42,1
950627,16656119-e9ba-4c53-9beb-18e6e7e22a52,Schwartz,508,Germany,Female,73,8,172924.09,2,1,0,150583.09,1
346391,96370c31-bc8d-43ec-b54a-a58116b8741f,Johnson,469,Germany,Female,92,1,163555.47,1,1,0,41998.21,0
348778,9fca0042-c25b-4427-a121-fc742052e854,Watson,548,Spain,Female,21,9,248398.17,1,1,1,91960.65,0
145249,d323a51a-bb2d-46c6-af1e-22a77d9485f7,Vega,558,Spain,Male,70,0,100116.68,4,1,1,32727.48,0
970436,2321ca99-743e-42f8-acdb-181bfaabf4e2,Payne,893,Germany,Female,25,6,140717.78,1,1,0,35390.56,0
241720,7ee9d536-877d-4160-a7dc-451a894991bc,Acosta,498,Spain,Female,29,10,100881.74,4,0,0,185278.9,1
864417,9b73bad3-6584-41d0-9f8e-fa5ba14b7a43,Johnson,736,France,Male,60,2,34029.51,2,1,0,2728.78,1
283923,c59fadb4-80d6-4ae2-8ce7-2f8f701f4ea8,Bryant,757,Germany,Female,31,1,28160.78,3,1,1,109221.36,0
163200,396a28b1-9ff4-4c90-93cd-3eeb58a02490,Allen,605,France,Male,62,0,113089.25,1,0,1,115021.07,1
506213,2a738bab-9cb1-4095-bd89-4adca5990a9d,Patterson,344,France,Male,25,8,196035.94,4,1,0,680.41,1
348919,3c14daff-c3cc-4e01-8eab-7325438658ea,Ruiz,850,France,Female,24,8,163201.61,1,0,0,28165.53,0
784812,e221e592-d208-460e-b86b-e5a85c31359b,Burgess,696,Spain,Female,25,3,128500.52,1,0,1,82863.47,0
516194,b757ca60-9748-449e-8d3f-7978b8759cd4,Wyatt,467,France,Male,54,7,21850.2,2,1,0,183792.55,0
275353,7715054d-2cfa-4748-b4c9-40e7d9b2600a,Smith,555,Spain,Female,69,2,76755.23,2,1,0,156267.96,1
793450,a3306295-84bb-4877-9ec2-dad77558acbb,Austin,573,Germany,Female,42,7,35907.0,1,1,1,165775.02,1
767526,e114e921-3f55-4ffd-b220-da8059d687b6,Irwin,416,Spain,Male,18,2,178403.88,3,1,0,105435.89,0
682646,ae2e9592-0cd5-4cc9-8475-c0be3fe04e9a,Brown,528,Spain,Male,48,6,217177.03,3,1,1,132142.24,1
45931,aa55657a-5408-4b24-b08a-506334f1fefd,Chan,858,France,Male,18,8,65554.99,2,0,1,34126.46,0
820814,a4bc542a-dc72-44e6-9211-32b168d84c7b,Rogers,687,Spain,Male,40,8,210796.59,1,1,0,153420.82,1
602907,e1327d18-422c-488a-b9ee-cec0d93491ee,Maxwell,745,Germany,Female,25,8,173727.42,2,1,0,58132.76,0
868554,466c3fd7-2759-41d6-b2ce-39e7cdce54ed,Lozano,900,France,Male,26,1,115964.8,3,1,1,73595.91,1
372642,592f4592-c6b2-4440-8136-62c039aa72c8,Wright,703,Spain,Male,83,3,140976.37,4,1,1,78587.39,0
162201,6ddb7bf3-c46f-4459-922a-b6fffe3c62bb,Gardner,514,France,Male,45,7,135563.41,4,0,0,5180.9,1
963565,b76fe5e7-b6b4-47db-b118-d36c31e79eae,Montoya,307,Germany,Female,39,9,254004.85,1,0,0,31052.54,1
224058,9a13f51c-b82d-4156-a762-059b246c9947,Wilson,611,Spain,Male,68,9,172644.88,2,0,0,82950.59,0
685612,09bca01c-0873-4e76-bb8d-4ce9ead4e6f9,Cantrell,576,Germany,Male,59,5,41735.61,3,0,0,176908.45,0
603896,33daa2fb-eb58-48a1-b909-cf071a268499,Taylor,828,Spain,Female,35,10,165327.86,3,1,1,79369.62,1
950709,1bdb03d3-f16f-4a0f-9ec6-3742a790ccdc,Townsend,537,Germany,Female,48,8,50184.54,3,0,0,80259.0,1
500470,060b77db-c37b-41c8-87d9-113369398434,Williams,807,Spain,Female,63,3,219031.37,1,0,0,9938.33,1
2569,408986ff-a4e2-4c86-a99b-28a8120df8b7,Yates,424,Spain,Female,83,8,8921.03,3,1,0,88859.74,0
914597,cb72522c-6570-4a90-88a8-09106ffa1824,Baker,330,Spain,Male,43,9,153778.21,2,0,0,94722.77,0
337434,df7052c5-48d5-448f-b2e1-f960d6177639,Cook,648,Spain,Female,56,3,184423.97,1,0,1,69375.09,1
972949,e2c8c07d-8ed1-4419-bc3f-80af65bb2b0c,Malone,442,Spain,Female,26,10,26089.99,1,0,0,10330.88,1
884232,5533f7ab-ddba-4b1b-9bef-376fd7492a17,Herrera,483,Spain,Female,53,3,217471.17,1,0,1,30487.09,1
316340,5071b1ea-656c-4681-9af0-5f48fa4cde1f,Shelton,695,France,Female,26,10,149091.49,1,1,0,196193.49,1
290945,466594cc-ae53-4d0f-b075-53a0ca357122,Sanders,540,France,Male,43,5,2332.28,1,1,0,55762.29,0
137420,f311cbae-4073-4870-97d9-6b51292372b0,Johnson,450,Germany,Male,21,5,154981.62,2,1,0,82177.73,1
911314,d4eecc83-e32d-4518-9509-6ccf778bb460,Chambers,452,Germany,Male,52,2,36212.39,1,0,1,41531.33,1
435293,70a4213c-7dfe-4a58-a310-ad7864e2b666,Hines,702,France,Female,92,8,248461.15,4,1,0,113231.76,0
299735,2d94d0ed-2bc6-4615-954b-3221be630a57,Vasquez,895,Germany,Female,49,6,143770.74,3,1,0,158335.68,0
988437,373e91e4-d786-4d9f-89f6-9833f87b7b30,Gates,688,France,Male,46,9,14227.15,3,0,1,105071.67,1
855847,a0651acf-dc97-47c9-95ec-f7054863c871,Jones,395,Spain,Female,81,2,134377.72,4,0,0,12841.41,0
28222,a17f9963-de88-4d81-befb-fe5a09e92ba3,Frederick,826,France,Female,30,6,36997.27,4,1,0,38305.36,0
551393,1b938a38-bbab-421c-a956-e777b48299f7,Davis,389,France,Male,52,8,214504.63,1,0,1,26630.97,0
684148,3529836a-1770-4ccb-9e30-c73c7a867a32,Bush,455,Germany,Male,33,10,193055.69,2,1,1,137834.58,0
476973,6bcfb62c-17dc-439f-ac10-1d1084c01140,Mendez,823,France,Female,31,1,26861.94,3,0,1,192650.52,0
869774,a8c8eae6-82ee-45d9-94ee-76318cebae16,Lee,887,France,Male,23,3,184593.26,1,1,0,164177.43,0
158310,7b5c56d0-ab4b-488e-b6c5-3062dddd6def,Reed,516,Germany,Male,51,6,251096.63,4,0,1,29895.77,0
181214,3e26ba51-7209-41ca-80a5-663d71d53d95,Perez,646,France,Female,78,1,75371.29,2,0,0,57314.17,1
40276,d6889aea-d204-44f3-bd30-f38e81ea6a2d,Williams,633,France,Male,32,3,254981.08,3,0,1,120825.11,0
402055,ac2ae729-0aa4-459a-b85c-3cac68a31e60,Kelly,347,France,Male,39,7,76679.74,1,0,1,126345.56,1
18587,2dc1140a-8a00-4999-be13-bd9bd6b369c2,Rice,602,France,Female,83,1,217514.73,3,0,1,152571.45,1
730855,79dc1e8c-fd25-48b3-9bed-cc03f9162c22,Cantrell,814,France,Male,56,3,194445.7,1,0,1,181737.85,0
304708,d1355500-3888-448b-8d7e-f2734fe4b151,Thomas,782,France,Male,19,1,29588.28,3,0,0,134693.62,0
678643,2fe61a8b-28be-4d13-8703-2c6256e1734c,Taylor,749,Spain,Female,43,8,173557.09,3,1,0,31057.83,1
318126,b194e5e5-8c75-4266-80a7-9bc33363b3a4,Williams,607,Spain,Female,76,2,32727.94,4,1,1,49814.14,1
453878,31782234-b2d5-45c6-82e0-5a22d71e9fd7,Mayo,491,Germany,Male,79,9,29493.19,1,0,0,12384.14,1
125209,fb123652-8ea4-4605-a500-51cd5673cb3f,Young,470,Germany,Female,92,3,172346.22,2,1,0,60917.9,0
818240,aa82b145-337d-4429-8b4d-5d74ba3418c7,Brown,344,Spain,Male,67,4,252736.36,4,0,0,184457.48,1
209943,0b2d14e6-645a-4b7f-a265-9bb076589533,Schmidt,623,Germany,Female,83,9,13071.67,4,0,0,142986.45,1
831052,462d008c-f0ed-4551-bbc4-2f6c3ff534aa,Robinson,465,Spain,Female,76,3,190951.84,2,0,0,165970.37,1
812435,b82df5f0-847e-4521-a584-9c18e4ff94bb,Davis,589,Germany,Female,54,3,92496.96,2,1,1,162864.86,0
613736,4d450aef-97cb-462d-b7e0-98fe3e838f47,Clayton,652,Germany,Female,51,10,148675.07,1,0,0,84546.65,1
121005,d8dd1022-b6f0-4e1a-86c5-cbbb4822a6b7,Giles,687,Germany,Female,84,1,206842.85,3,1,1,88113.03,0
33490,8f8d950d-98fc-4dee-9ed0-66f2b7eac8d1,Kelly,755,France,Male,75,6,20208.62,3,0,1,86316.73,1
197419,a89e73d3-285b-452e-b4bd-f9959e4f03b1,Green,670,Germany,Female,93,3,135070.57,4,1,1,60188.8,1
421840,fd6713bc-b2bd-4079-ad9f-532626b299d1,Rodriguez,347,Germany,Female,84,2,188614.61,2,0,0,19523.83,1
977538,26c56dec-6c46-4b8c-b7f3-d32a1d3c6539,Huffman,524,Spain,Male,88,1,50611.43,2,0,0,129790.35,1
46348,8b2c3349-c29e-46fe-a4fd-e99e354a74ca,Long,693,Spain,Female,40,0,172071.46,2,1,0,192138.82,1
583684,475adb23-6351-4be1-9019-95ec5d664331,Shelton,571,France,Male,79,0,220632.57,2,1,1,11530.59,1
238790,bdfd836a-93c0-441f-b698-5621b487bfe5,Coffey,504,France,Female,45,6,146143.77,3,1,0,119098.19,1
62127,5e7b4ccc-ec23-4cbf-9d3d-3930267873bd,Johnson,345,Spain,Male,87,2,130485.54,4,1,0,91934.82,0
781697,b4df7c9f-ba82-4d24-9683-592adfd59247,Montgomery,881,Germany,Male,95,7,82893.65,1,1,1,111729.05,0
85618,c3ecc0f9-bec8-44a3-8447-401505f01aff,Griffin,390,France,Male,88,0,213128.33,2,1,1,157363.61,0
22235,fe44ac49-9334-407c-841e-9068099fcaa3,Harris,833,Spain,Female,95,9,155347.42,4,0,0,88362.76,1
799125,6930faf1-2bde-4ac7-b358-e3742c7052b8,Ryan,406,Spain,Female,62,7,94421.47,2,1,0,67165.36,0
310998,869b59ab-abe8-4ff0-bcad-954eff8f6e7a,Rodriguez,773,France,Female,87,4,110186.83,1,1,1,179767.93,0
702736,bcfb5871-f4a9-4514-9028-9e82af3d5776,Sanford,543,Germany,Male,89,10,227434.31,2,1,1,197472.81,0
397310,c0ee3e37-bf02-41ed-b576-38c4aa52eacd,Taylor,859,Spain,Female,47,5,82345.17,3,1,0,192156.41,1
986523,3388e9c5-5ebb-45a7-8709-381810af78dc,Hall,343,Germany,Female,90,0,118269.65,1,0,0,67072.18,0
750096,c44b0193-dac2-4603-b76e-04e5d22689e5,Alvarez,307,France,Female,38,4,197705.49,2,1,1,58170.65,0
276335,670fd77e-3db5-48c3-98c4-2fe4599ab8c2,Johnson,861,Germany,Male,59,5,208945.41,1,1,1,50218.0,0
380029,a06e259f-8557-4efc-a925-f542c6b0fc04,Martin,765,Germany,Female,68,2,153958.85,4,0,1,64562.79,1
740653,c85c89d2-9db7-4db8-a456-043d25fc5490,Smith,529,Germany,Male,26,4,77373.03,1,1,0,146910.39,0
681284,2b6f8987-204f-4536-bc3e-d7920edf1245,Lopez,558,Spain,Male,47,2,108899.97,1,1,0,146129.06,1
292456,a83d24a2-b7b3-4002-9d08-0b9bf044db0f,Farmer,637,France,Male,55,10,16974.01,4,0,1,20995.95,1
225411,06b900e7-cdf3-4e6f-ac40-10eaf8992f8f,Mora,432,Germany,Male,77,6,195228.06,4,0,1,130678.96,1
97539,2eb9ae31-ddbb-4c41-a6b2-2c124a69f436,Bowen,595,Germany,Male,43,6,167587.93,2,0,1,31741.18,0
776017,618f146c-8178-495b-9d9a-fef252e5f3f1,Bowen,385,France,Female,39,3,55688.58,1,0,0,11464.52,0
774443,e4bd193f-33d5-4469-baac-70efd1b942e2,Peterson,806,France,Male,87,10,248097.25,2,1,0,62628.63,0
154689,e552366c-d5da-4948-bf65-7897e9ab75f2,Rogers,571,Germany,Male,33,7,88449.32,1,0,1,77666.41,0
375559,29d3f6ba-58c0-45bd-9db3-f2bde391ba39,Castro,403,France,Female,52,10,56344.74,2,0,1,43536.98,0
358989,5a0bd9d0-0bd7-4d48-9a0d-339dca61f06e,Johnson,660,Spain,Female,84,3,129912.77,4,0,1,110249.7,0
465031,d084d884-ede1-4e7a-bf30-43f034ae012b,Carter,377,Spain,Male,28,0,178677.98,2,0,0,162119.83,0
993442,5fe60563-513e-4033-a275-35c3ab33182f,Moody,311,Spain,Male,37,2,131075.13,3,0,0,196732.52,0
567576,ca883481-9bd0-4a09-8d08-3fca6eb68df8,Williams,731,Spain,Male,19,4,131860.32,4,1,0,59940.42,1
856455,a9274472-baa1-405d-a4be-cb24bf3adae3,Barrett,618,France,Male,54,10,196781.85,3,0,0,71242.72,0
109910,b4e390d3-96dd-4b2d-be07-944e38f2aecc,Wilson,596,France,Female,20,3,132935.31,4,0,1,107082.42,1
837550,de625f97-8800-4332-a1c9-ea62348e49c0,Reyes,326,Germany,Female,50,7,132661.7,4,1,0,174686.68,0
351530,f93eeee3-2e33-4d98-ac5f-ca3781b9d671,George,381,France,Female,53,5,190226.69,3,0,1,153906.99,0
909739,0a83ad66-5267-4ba4-8beb-ff52ec38e281,Barron,431,France,Male,28,6,138646.25,1,0,1,54400.99,0
577501,c9477a14-3a0c-43da-a3f7-e8d3045edb3a,Marquez,402,France,Male,50,4,62403.85,3,0,1,146917.33,1
988262,3a643f4f-89f8-44eb-9f2f-e3d71f3cd9c6,Kim,559,Germany,Male,57,9,208414.91,4,0,0,43222.83,0
597942,75833383-583a-464c-9136-6543b734db22,Wright,584,France,Female,78,0,126216.29,1,1,1,44713.83,0
146863,a95d667b-49c7-443d-bdfb-a2c69f401be5,Williams,371,Germany,Male,58,2,150517.13,4,1,1,188970.73,1
843233,5964add6-bd68-4d16-a3ec-49ba50556f55,Sanders,809,Spain,Female,18,10,90392.63,1,0,1,71238.39,1
209061,27bb094a-aefc-4f35-b4b7-3cafa6a98e1f,Dean,521,Spain,Male,57,6,240411.57,1,1,1,152586.49,0
847521,156f160f-f128-4f98-aa12-25e21a4d97a0,Figueroa,529,France,Female,28,8,186031.3,3,0,1,175695.24,0
815028,bf86f29a-ac3a-41b9-aa48-9bbdf792f878,Smith,559,France,Female,64,1,161495.94,2,0,0,25363.74,1
943451,ac090973-2e6e-4ee8-9135-3f11986481bb,Brown,348,Spain,Female,86,2,85841.03,1,0,0,86726.18,1
682785,4afb2150-0ef4-4bcf-bf36-b7adb14274c4,Smith,661,Spain,Female,92,0,19772.93,1,0,1,199543.43,1
929351,ecfdd65b-4d46-48fd-87d2-6e4a84bb9c32,Taylor,315,Germany,Male,21,10,70826.18,2,1,1,154102.44,0
714979,5c53df61-21bc-4ee3-998d-a818ae77f8ac,Chase,686,Germany,Female,74,10,167482.86,1,0,1,118761.1,0
168874,7bcd4c49-92de-40b0-8f1b-2ea3dd70cf7c,Romero,346,Germany,Male,34,2,169486.68,1,1,0,198874.48,1
212987,58d63b96-84e4-4609-96c9-48e768be877b,Mccann,636,Spain,Male,40,7,125917.24,4,0,1,10244.08,1
609554,3b39a2f2-b08f-43e8-b1d8-81bbd4b6dca9,Melendez,486,France,Male,90,2,159083.43,4,1,0,107351.97,0
108875,78267adf-5847-4c1f-b8b3-48de26ea62a1,Freeman,472,France,Male,59,7,82795.29,3,1,0,21943.77,1
683517,97a95f7e-9e39-4666-b5f0-3f278a16934e,Mcguire,895,Germany,Female,55,5,198138.17,4,1,0,68950.95,0
963568,daa88266-44c2-48ba-a01d-245b58e46a27,Brewer,386,France,Female,49,8,219245.63,2,0,1,2715.29,0
828854,7a1ee769-72da-4146-ad0d-3d91609fadaf,Edwards,688,Spain,Male,78,1,245931.58,4,1,1,14278.8,0
85582,7d507767-b946-4b1d-8cfd-40c494869f47,Davenport,753,Germany,Male,37,3,98982.96,2,1,0,145390.56,1
770890,43325dd7-ae6d-4e6c-aae4-0d3dac914d06,Perry,864,Germany,Male,62,7,151564.37,3,0,1,66428.32,0
898916,b29654b9-555c-4c69-ad20-79bf78e49abd,Webster,721,Germany,Male,74,4,174050.51,3,1,0,26048.73,0
553862,f1556c39-af11-4aa7-b54c-9490e531141e,Garcia,812,Germany,Female,73,9,61654.09,4,0,1,180574.87,0
480486,82cbdc6c-474a-4f25-b903-21ae09062cea,Howell,890,France,Female,24,9,205163.94,3,1,0,93344.57,1
448877,ae44efe7-1881-4b37-b6ee-fb26eb425fe4,Schneider,839,Spain,Female,32,1,195693.84,1,0,0,115754.51,1
915907,762ea3a5-a24e-4298-928f-aa9d1ef40eca,Davis,826,France,Male,43,0,91750.73,3,0,1,160708.61,0
6762,6d96e070-e01e-416e-a24a-8d4794e0fe2b,Reyes,702,Germany,Male,55,5,75075.02,2,1,1,53197.99,1
975066,548a6360-bc15-4ba3-a360-2cbab7b24ada,Gray,304,France,Female,93,10,230825.35,2,0,1,190875.37,0
600467,e5275029-393a-482e-852b-3d46199aa9f7,Reid,517,France,Male,18,2,52938.27,3,0,0,169304.82,0
372791,33d97a51-45fc-4baf-9374-7be28773e6f0,Clay,638,Spain,Male,50,1,28211.93,1,1,1,108217.64,1
734539,d267e266-be8a-4848-adcd-81402b869dfd,Pope,555,Germany,Female,41,1,26412.16,4,0,1,162310.45,1
601624,57e60213-d754-482c-b8e1-e849b8989353,Lopez,796,Spain,Male,68,4,102812.56,4,1,1,100814.74,1
139104,fc462e10-fe49-4589-8921-2c6c6f3a514d,Dixon,794,Germany,Male,93,7,210324.17,3,0,1,181361.45,0
476439,e8cd5f4a-5622-4242-bc2f-79a6f4f4095e,Smith,313,Germany,Female,52,7,187233.39,2,0,0,175246.38,0
186510,503d50dd-3f27-4b05-ac5b-b40b760eef8b,Black,824,France,Female,58,5,129110.54,3,0,0,181928.34,1
